j,m,xi,spin_up,spin_down,zeeman_energy_khz,rotation_energy_ghz
0,-0.5,False,0.0,1.0,63.86621777780349,0.0
0,0.5,True,1.0,0.0,-63.86621777780349,0.0
1,-1.5,False,0.0,1.0,28.864715199906687,288.0
1,-0.5,False,0.037729491409470906,-0.9992879892593439,64.08674150947871,288.0
1,0.5,False,0.035821991085873306,-0.9993581865150472,99.07708030116711,288.0
1,-0.5,True,0.9992879892593439,0.037729491409470906,-90.82824408737551,288.0
1,0.5,True,0.9993581865150472,0.035821991085873306,-64.07557772327033,288.0
1,1.5,True,1.0,0.0,-37.12471519990669,288.0
2,-2.5,False,0.0,1.0,-6.136787377990112,864.0
2,-1.5,False,0.05622433424462598,-0.9984181610120825,29.329863991260623,864.0
2,-0.5,False,0.0650726141111857,-0.9978805313727374,64.52591610201505,864.0
2,0.5,False,0.061808428052591735,-0.9980880312986764,99.49419648495024,864.0
2,1.5,False,0.048137739247093456,-0.9988407070500175,134.26730215020743,864.0
2,-1.5,True,0.9984181610120825,0.05622433424462598,-117.81437172495103,864.0
2,-0.5,True,0.9978805313727374,0.0650726141111857,-91.26741867991184,864.0
2,0.5,True,0.9980880312986764,0.061808428052591735,-64.49269390705345,864.0
2,1.5,True,0.9988407070500175,0.048137739247093456,-37.52279441651703,864.0
2,2.5,True,1.0,0.0,-10.383212622009887,864.0
3,-3.5,False,0.0,1.0,-40.45225656526699,1728.0
3,-2.5,False,0.07286711564924798,-0.9973416583382844,-4.940314605971508,1728.0
3,-1.5,False,0.08841016148334233,-0.9960841547512386,30.252587208505766,1728.0
3,-0.5,False,0.09158216389326293,-0.9957975232227823,65.18198945500477,1728.0
3,0.5,False,0.08703509755015938,-0.9962052458175645,99.88897422509366,1728.0
3,1.5,False,0.07581939902185911,-0.9971215666767839,134.40494286740378,1728.0
3,2.5,False,0.05623973621357305,-0.998417293555469,168.75453727184367,1728.0
3,-2.5,True,0.9973416583382844,0.07286711564924798,-144.14380929914594,1728.0
3,-1.5,True,0.9960841547512386,0.08841016148334233,-118.05106155157625,1728.0
3,-0.5,True,0.9957975232227823,0.09158216389326293,-91.69481423602825,1728.0
3,0.5,True,0.9962052458175645,0.08703509755015938,-65.11614944407016,1728.0
3,1.5,True,0.9971215666767839,0.07581939902185911,-38.34646852433331,1728.0
3,2.5,True,0.998417293555469,0.05623973621357305,-11.410413366726218,1728.0
3,3.5,True,1.0,0.0,15.672256565266988,1728.0
4,-4.5,False,0.0,1.0,-75.22508134629048,2880.0
4,-3.5,False,0.08914888001344165,-0.9960183116752166,-39.40670943664068,2880.0
4,-2.5,False,0.11014954784198908,-0.9939150250953073,-3.96686493761473,2880.0
4,-1.5,False,0.11752534394177418,-0.9930698835083902,31.16705525648097,2880.0
4,-0.5,False,0.11725986944102999,-0.9931012652386828,66.04704329761529,2880.0
4,0.5,False,0.11152578418396872,-0.9937615405428764,100.71184613837178,2880.0
4,1.5,False,0.10103152626482875,-0.9948832246553357,135.19125719435996,2880.0
4,2.5,False,0.08537114399380505,-0.9963492197885182,169.50877016927902,2880.0
4,3.5,False,0.06201190053537808,-0.9980754100728012,203.68329980087856,2880.0
4,-3.5,True,0.9960183116752166,0.08914888001344165,-170.96306403052378,2880.0
4,-2.5,True,0.9939150250953073,0.11014954784198908,-145.11725896750272,2880.0
4,-1.5,True,0.9930698835083902,0.11752534394177418,-118.96552959955145,2880.0
4,-0.5,True,0.9931012652386828,0.11725986944102999,-92.55986807863877,2880.0
4,0.5,True,0.9937615405428764,0.11152578418396872,-65.93902135734828,2880.0
4,1.5,True,0.9948832246553357,0.10103152626482875,-39.132782851289484,2880.0
4,2.5,True,0.9963492197885182,0.08537114399380505,-12.164646264161576,2880.0
4,3.5,True,0.9980754100728012,0.06201190053537808,14.946473666285897,2880.0
4,4.5,True,1.0,0.0,42.185081346290474,2880.0
5,-5.5,False,0.0,1.0,-109.97290612731396,4320.0
5,-4.5,False,0.10576864210006023,-0.9943907654178559,-73.81761071504911,4320.0
5,-3.5,False,0.13160514365686335,-0.9913022173701904,-38.1138404816226,4320.0
5,-2.5,False,0.14221379936948372,-0.9898359638187008,-2.7660236858709055,4320.0
5,-1.5,False,0.14476169804785893,-0.9894665485898452,32.29180917322396,4320.0
5,-0.5,False,0.142005060167756,-0.9898659317739711,67.1074639958824,4320.0
5,0.5,False,0.13519568191592363,-0.9908189176591696,101.71689764757573,4320.0
5,1.5,False,0.12482527424954325,-0.9921787393955417,136.1479624878957,4320.0
5,2.5,False,0.1108054179324149,-0.9938421199349637,170.422754268387,4320.0
5,3.5,False,0.09226488003866729,-0.9957344987050767,204.55915176544025,4320.0
5,4.5,False,0.06628264243005239,-0.9978008876085899,238.57186425602953,4320.0
5,-4.5,True,0.9943907654178559,0.10576864210006023,-197.8428123141623,4320.0
5,-3.5,True,0.9913022173701904,0.13160514365686335,-172.26093298554184,4320.0
5,-2.5,True,0.9898359638187008,0.14221379936948372,-146.32310021924656,4320.0
5,-1.5,True,0.9894665485898452,0.14476169804785893,-120.09528351629444,4320.0
5,-0.5,True,0.9898659317739711,0.142005060167756,-93.62528877690588,4320.0
5,0.5,True,0.9908189176591696,0.13519568191592363,-66.94907286655223,4320.0
5,1.5,True,0.9921787393955417,0.12482527424954325,-40.09448814482524,4320.0
5,2.5,True,0.9938421199349637,0.1108054179324149,-13.083630363269563,4320.0
5,3.5,True,0.9957344987050767,0.09226488003866729,14.065621701724211,4320.0
5,4.5,True,0.9978008876085899,0.06628264243005239,41.33855877318189,4320.0
