Explicit(i-j-k)    Column-major(i-k-j)    MATMUL
    0.000080       0.000000       0.000000
    0.000303       0.000000       0.000000
    0.001136       0.000000       0.000000
    0.002505       0.000000       0.000000
    0.005495       0.000000       0.000000
